text,negative_reason
@JetBlue at what point do u Cancelled Flight flights to DCA- other airlines have already Cancelled Flightled,Value For Money
@united What does delayed due to Customer Service mean for UA761?,Ground Service
@AmericanAir trying to get thru to agent since last night b/c AA changed our flight to 2 days from now. Infuriating! We need to get to SEA!,Ground Service
@USAirways @AmericanAir  we are on us/aa flight 4443.We  arrived at dca at 2:12. Waiting on our gate (33)for apx an hr now. No update?,Ground Service
"“@USAirways: We're sincerely sorry, Sean. Reservations is working hard to answer everyone's call and we appreciate your patience.” #false",Ground Service
@USAirways thanks for the worst customer service on the face of the earth. I loved the 5+ hrs on hold along w 2 Cancelled Flightled flights,Ground Service
@SouthwestAir why was flight 4199 out of Boston tmrw @ 1230 Cancelled Flightled?,Value For Money
@USAirways And cherry on top-flight 880 was on runway after we landed ON TIME for 45 mins. Still didn't get half the luggage.,Ground Service
Hey @AmericanAir why automated call me and then hang up at 4:45 am!?! And why can't I reschedule Cancelled Flighted flights via web!?! Come on!!!,Ground Service
@JetBlue ..... No crew at our gate.,Cabin Staff Service
@USAirways what is with all the Cancelled Flightlations to PBI? We have pax at DCA that have been sent to 4 different lines between AAL and AWE. Help!,Value For Money
@JetBlue we've been delayed and delayed here in Palm beach... Need to head to Westchester. Can you give me some info?,Value For Money
@SouthwestAir everything OK? This is my 3rd call for the day and this time I've been on hold for 1.5 hrs. I'll hang up and try again.,Ground Service
"@united, I'm still frustrated I gave up my seat &amp; the promised Travel Certificate was withheld w/o explanation. http://t.co/KvfwajVViD",Ground Service
"@JetBlue got txt  40min after sched dpt, saying plane had just arrived @ JFK. Late Flightr txt w/ dpt gate change. Then 9:04 dpt for 7:40 flight.",Value For Money
@AmericanAir finally at final destination but not w/o extra significant travel expenses &amp; missed work. How can you resolve this experience?,Value For Money
@USAirways disappointment? Making own arrangements for me &amp; my sleeping toddler with zero assistance from USAir is maddening.,Ground Service
"@USAirways why aren't twitter and reservations connected? What do people want? Reservations, duh?!?!",Ground Service
@SouthwestAir Two delayed flights in a row. Neither one of them explained,Value For Money
"@JetBlue, why must you always delay my Late Flight night Orlando flights? 💔",Value For Money
@USAirways why cant Sapphire members reach anyone on the phone?,Ground Service
"@JetBlue ripped my suitcase. I then was yelled at with attitude from Geraldine, your employee at the baggage center.Worst airline= #jetblue",Ground Service
"@southwestair three flights with three  check in agents, not enough. #missedflight  back to Jet Blue",Ground Service
@AmericanAir your planes made me miss 2 connections in 2 days. Thanks for nothing,Value For Money
@united UA5396 can wait for me. I'm on the ground trying to get to the gate after we were moved to B. This is crap.,Value For Money
@united stuck here in IAH waiting on flight 253 to Honolulu for 7 hours due to maintenance issues. Could we have gotten a new plane!?!? Fail,Value For Money
@united 6 hour mechanical delay...killing me,Value For Money
@SouthwestAir my parents flight frm STL2ATL Cancelled Flighted 2nite. When's the next one out?!,Value For Money
@VirginAmerica I can't check in or add a bag. Your website isn't working. I've tried both desktop and mobile http://t.co/AvyqdMpi1Y,Ground Service
"@AmericanAir continues to win: I've never missed a flight before, but a nice little quiet gate change made it possible. Sheesh.",Value For Money
@AmericanAir will not let me reuse my ticket.  Thus I have booked my vacation with Delta!  Never flying on American again......,Ground Service
@USAirways I tried calling for yet another delayed flight and was told the phone line couldn't handle the volume and was hung up on. Twice.,Ground Service
"@VirginAmerica All of group E was told there was no more room in the bins. when I got on the plane, was room for at least 4 bags in my row!",Cabin Staff Service
"@united the most frustrating flying experience. One continuous ""I dunno what time you will leave today. "". Dunno?! That's code for ...?",Value For Money
"@USAirways @AmericanAir , you Cancelled Flightled my flight back during the holidays and gave me a refund of $8.51/ticket from PHL to EWR, really?!",Value For Money
@JetBlue now when I call it's still at the warehouse and might be going out tonight,Ground Service
@united WTF!?!? Delay after delay. 15 hours YVR to SAN? Unacceptable. Flight Crew Availability is to blame? NEVER AGAIN with @united,Value For Money
"@SouthwestAir, what do you know? Finally lined up like cattle to board my SW flight (after original departure time) #badcustomerservice",Value For Money
"@united Still do not have my bag, it's in the CLT airport. Was originally told I would have it by 2pm.",Ground Service
@AmericanAir Another customer non service from you. If we waited for you to solve the problem we would miss the funeral. You suck!,Ground Service
@USAirways thank you for putting me on a flight that will be leaving Late Flightr than the original flight I was booked on.,Value For Money
@usairways missed flight connection due to flight attendant delay. Yet no voucher on your part? #fail,Value For Money
@united Premier Gold desk changes flight. Waives fees. Gives me wrong flight. Now Jana Acosta in Salt Lake refuses the same service. Angry.,Ground Service
"@SouthwestAir Sure was,  with @Delta  looks like I'll make my birthday celebration after all.",Value For Money
"Will #EZJ close above or below 920?

if so, a 30-40 point waterfall inbound to that 881 point
#EasyJet",Food & Beverages
@united except all of that delayed the flight anyway.,Value For Money
@united One of your workers refused to give me her name as a reference for my notes. Her tone &amp; language was very unprofessional.,Cabin Staff Service
@SouthwestAir can you provide direct assistance? My colleague and I cannot re-book b/c the ticket was booked via a corporate account. #help,Ground Service
@USAirways I am in meetings in California and have no luggage!!,Ground Service
@USAirways this is no way to treat women.  I want someone to contact me and explain how they will make this acceptable.,Cabin Staff Service
@AmericanAir The pilot admitted to us that this delay is entirely because of AA incompetence and poor equip checks.,Value For Money
"@AmericanAir has Cancelled Flighted their last 3 flight into SHV tonight &amp; all flights for tomorrow, Feb. 23, out of SHV and multiple flight into SHV.",Value For Money
@united Apparently they are asking 20 people to off board the plane--how can such a big miscalculation be made?!,Cabin Staff Service
@SouthwestAir just disconnected my call after 2.5 hours without even speaking to me. #octaviannightmare,Ground Service
@AmericanAir after several miss communications I was able to get to ORD but I am not home yet and not sure I will get there due to her error,Ground Service
@united You shouldn't page o'head that it's best to call 1-800# - on hold 26+ mins,Ground Service
"@AmericanAir @British_Airways 2 weeks ago today i arrived in miami and I still don't have my bag, absolute disgrace!",Ground Service
@united I like delays less than you because I'm the one on the plane. Connect me with a voucher,Value For Money
"@USAirways flight 2022 out of Phil, no update and was supposed to leave 15 minutes ago.  Sitting in airport, wondering#irritated",Value For Money
@united can you ask your guys with flight 1146 to BWI to wait for us to get off a delayed flight from San Diego? Pretty please?,Value For Money
"@united enough already with the poor service, old planes, ridiculous routing. 1k and time to find a new airline with status match.",Ground Service
